path_id,node_sequence
P5188,plastic components for optical media > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49
P5221,plastic components for optical media > optical media for software > video games of a kind used with a television receiver
P5185,"plastic components for optical media > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P5179,plastic components for optical media > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks
P5227,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems
P5189,"plastic components for optical media > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P5199,"plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P5223,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products
P5184,"plastic components for optical media > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P5225,plastic components for optical media > optical media for software > parts and accessories of computers > automated medication dispensing systems
P5212,plastic components for optical media > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)
P5211,plastic components for optical media > optical media for software > parts and accessories of computers > wireless networking devices
P5219,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals
P5220,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip
P5175,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > tablets
P5187,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > other office machines
P5214,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment
P5193,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners
P5191,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus
P5215,"plastic components for optical media > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P5186,plastic components for optical media > optical media for software > parts and accessories of computers > portable digital electronic devices
P5198,"plastic components for optical media > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P5204,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment
P5206,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49
P5213,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > cash registers
P5180,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity
P5230,plastic components for optical media > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances
P33764,plastic fittings and articles > wiring harnesses for vehicles
P15087,plastic labels > composite cans
P9762,"plastic labels (self-adhesive) > optical media, unrecorded, for sound or other phenomena, other than software > optical media for software > flight simulators"
P9759,"plastic labels (self-adhesive) > optical media, unrecorded, for sound or other phenomena, other than software > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P9761,"plastic labels (self-adhesive) > optical media, unrecorded, for sound or other phenomena, other than software > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P9760,"plastic labels (self-adhesive) > optical media, unrecorded, for sound or other phenomena, other than software > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P9763,"plastic labels (self-adhesive) > optical media, unrecorded, for sound or other phenomena, other than software > optical media for software > video games of a kind used with a television receiver"
P25220,plastic miscellaneous articles > optical media for software > flight simulators
P25194,plastic miscellaneous articles > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg
P25219,"plastic miscellaneous articles > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P25200,plastic miscellaneous articles > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49
P25233,plastic miscellaneous articles > optical media for software > video games of a kind used with a television receiver
P25197,"plastic miscellaneous articles > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P25191,plastic miscellaneous articles > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks
P25239,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems
P25201,"plastic miscellaneous articles > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P25211,"plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P25235,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products
P25196,"plastic miscellaneous articles > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P25237,plastic miscellaneous articles > optical media for software > parts and accessories of computers > automated medication dispensing systems
P25224,plastic miscellaneous articles > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)
P25223,plastic miscellaneous articles > optical media for software > parts and accessories of computers > wireless networking devices
P25231,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals
P25232,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip
P25187,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > tablets
P25199,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > other office machines
P25226,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment
P25205,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners
P25203,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus
P25227,"plastic miscellaneous articles > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P25198,plastic miscellaneous articles > optical media for software > parts and accessories of computers > portable digital electronic devices
P25210,"plastic miscellaneous articles > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P25216,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment
P25218,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49
P25225,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > cash registers
P25192,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity
P25242,plastic miscellaneous articles > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances
P9595,plastic polymers for optical discs > optical media for software > flight simulators
P9569,plastic polymers for optical discs > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg
P9594,"plastic polymers for optical discs > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P9575,plastic polymers for optical discs > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49
P9608,plastic polymers for optical discs > optical media for software > video games of a kind used with a television receiver
P9572,"plastic polymers for optical discs > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P9566,plastic polymers for optical discs > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks
P9614,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems
P9576,"plastic polymers for optical discs > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P9586,"plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P9610,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products
P9571,"plastic polymers for optical discs > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P9612,plastic polymers for optical discs > optical media for software > parts and accessories of computers > automated medication dispensing systems
P9599,plastic polymers for optical discs > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)
P9598,plastic polymers for optical discs > optical media for software > parts and accessories of computers > wireless networking devices
P9606,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals
P9607,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip
P9562,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > tablets
P9574,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > other office machines
P9601,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment
P9580,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners
P9578,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus
P9602,"plastic polymers for optical discs > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P9573,plastic polymers for optical discs > optical media for software > parts and accessories of computers > portable digital electronic devices
P9585,"plastic polymers for optical discs > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P9591,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment
P9593,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49
P9600,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > cash registers
P9567,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity
P9617,plastic polymers for optical discs > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances
P30954,"plastic products for agricultural use > melons, including watermelons > fruit juices (excluding orange, grapefruit, apple and grape), unfermented"
P49232,plastic products for packaging > optical media for software > flight simulators
P49206,plastic products for packaging > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg
P49231,"plastic products for packaging > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P49212,plastic products for packaging > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49
P49245,plastic products for packaging > optical media for software > video games of a kind used with a television receiver
P49209,"plastic products for packaging > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P49203,plastic products for packaging > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks
P49251,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems
P49213,"plastic products for packaging > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P49223,"plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P49247,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products
P49208,"plastic products for packaging > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P49249,plastic products for packaging > optical media for software > parts and accessories of computers > automated medication dispensing systems
P49236,plastic products for packaging > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)
P49235,plastic products for packaging > optical media for software > parts and accessories of computers > wireless networking devices
P49243,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals
P49244,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip
P49199,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > tablets
P49211,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > other office machines
P49238,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment
P49217,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners
P49215,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus
P49239,"plastic products for packaging > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P49210,plastic products for packaging > optical media for software > parts and accessories of computers > portable digital electronic devices
P49222,"plastic products for packaging > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P49228,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment
P49230,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49
P49237,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > cash registers
P49204,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity
P49254,plastic products for packaging > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances
P42886,plastic products for technical uses > led grow lights
P42888,"plastic products for technical uses > parts and accessories for medical, surgical, or veterinary instruments and appliances > instruments and appliances used in medical, surgical or veterinary sciences > medicaments containing insulin, for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale"
P42889,"plastic products for technical uses > parts and accessories for medical, surgical, or veterinary instruments and appliances > instruments and appliances used in medical, surgical or veterinary sciences > other machinery, plant or laboratory equipment"
P42887,"plastic products for technical uses > parts and accessories for medical, surgical, or veterinary instruments and appliances > instruments and appliances used in medical, surgical or veterinary sciences > blood processing machines"
P1317,plastic sheets of polymers > optical media for software > flight simulators
P1291,plastic sheets of polymers > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg
P1316,"plastic sheets of polymers > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P1297,plastic sheets of polymers > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49
P1330,plastic sheets of polymers > optical media for software > video games of a kind used with a television receiver
P1294,"plastic sheets of polymers > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P1288,plastic sheets of polymers > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks
P1336,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems
P1298,"plastic sheets of polymers > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P1308,"plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P1332,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products
P1293,"plastic sheets of polymers > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P1334,plastic sheets of polymers > optical media for software > parts and accessories of computers > automated medication dispensing systems
P1321,plastic sheets of polymers > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)
P1320,plastic sheets of polymers > optical media for software > parts and accessories of computers > wireless networking devices
P1328,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals
P1329,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip
P1284,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > tablets
P1296,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > other office machines
P1323,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment
P1302,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners
P1300,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus
P1324,"plastic sheets of polymers > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P1295,plastic sheets of polymers > optical media for software > parts and accessories of computers > portable digital electronic devices
P1307,"plastic sheets of polymers > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P1313,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment
P1315,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49
P1322,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > cash registers
P1289,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity
P1339,plastic sheets of polymers > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances
P24306,"plasticizers, compound > plasticizers for use in plastic manufacturing > optical media for software > flight simulators"
P24302,"plasticizers, compound > plasticizers for use in plastic manufacturing > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P24305,"plasticizers, compound > plasticizers for use in plastic manufacturing > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P24303,"plasticizers, compound > plasticizers for use in plastic manufacturing > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P24309,"plasticizers, compound > compound plasticizers for rubber or plastics > pigments and preparations based on titanium dioxide > other paints and varnishes"
P24308,"plasticizers, compound > plasticizers for use in plastic manufacturing > optical media for software > video games of a kind used with a television receiver"
P24304,"plasticizers, compound > compound plasticizers for rubber or plastics > plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber > water-sport equipment (e.g., diving equipment)"
P24307,"plasticizers, compound > compound plasticizers for rubber or plastics > plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber > waterproof footwear with outer soles and uppers of rubber or plastics"
P3319,plastics > optical media for software > flight simulators
P3293,plastics > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg
P3318,"plastics > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P3299,plastics > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49
P3332,plastics > optical media for software > video games of a kind used with a television receiver
P3296,"plastics > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P3290,plastics > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks
P3338,plastics > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems
P3300,"plastics > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P3310,"plastics > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P3334,plastics > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products
P3295,"plastics > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P3336,plastics > optical media for software > parts and accessories of computers > automated medication dispensing systems
P3323,plastics > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)
P3322,plastics > optical media for software > parts and accessories of computers > wireless networking devices
P3330,plastics > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals
P3331,plastics > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip
P3286,plastics > optical media for software > parts and accessories of the machines of heading 8471 > tablets
P3298,plastics > optical media for software > parts and accessories of the machines of heading 8471 > other office machines
P3325,plastics > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment
P3304,plastics > optical media for software > parts and accessories of the machines of heading 8471 > robotic vacuum cleaners
P3302,plastics > optical media for software > parts and accessories of the machines of heading 8471 > telecommunication apparatus
P3326,"plastics > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > neuromodulation devices"
P3297,plastics > optical media for software > parts and accessories of computers > portable digital electronic devices
P3309,"plastics > optical media for software > storage units, whether or not presented with the rest of a system > computing servers"
P3315,plastics > optical media for software > parts and accessories of the machines of heading 8471 > automated data processing equipment
P3317,plastics > optical media for software > parts and accessories of the machines of heading 8471 > automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49
P3324,plastics > optical media for software > parts and accessories of the machines of heading 8471 > cash registers
P3291,plastics > optical media for software > parts and accessories of the machines of heading 8471 > electronic machines with connectivity
P3341,plastics > optical media for software > parts and accessories of the machines of heading 8471 > firewall appliances
P17807,"plastics and articles thereof, other > light-emitting diodes (leds) > laser modules"
P17796,"plastics and articles thereof, other > optical media for software > flight simulators"
P17755,"plastics and articles thereof, other > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P17794,"plastics and articles thereof, other > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P17767,"plastics and articles thereof, other > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P17810,"plastics and articles thereof, other > light-emitting diodes (leds) > warning lights and sirens"
P17778,"plastics and articles thereof, other > light-emitting diodes (leds) > led grow lights"
P17771,"plastics and articles thereof, other > light-emitting diodes (leds) > smart lighting systems"
P17817,"plastics and articles thereof, other > optical media for software > video games of a kind used with a television receiver"
P17829,"plastics and articles thereof, other > light-emitting diodes (leds) > electrical lighting or signaling equipment for motor vehicles > ambulances"
P17766,"plastics and articles thereof, other > light-emitting diodes (leds) > photosensitive semiconductor devices > instruments and apparatus for measuring or checking quantities of heat, sound or light"
P17762,"plastics and articles thereof, other > light-emitting diodes (leds) > photosensitive semiconductor devices > magnetic resonance imaging (mri) compatible patient monitors"
P17760,"plastics and articles thereof, other > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P17750,"plastics and articles thereof, other > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks"
P17826,"plastics and articles thereof, other > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems"
P17797,"plastics and articles thereof, other > light-emitting diodes (leds) > optical media for software > flight simulators"
P17756,"plastics and articles thereof, other > light-emitting diodes (leds) > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P17795,"plastics and articles thereof, other > light-emitting diodes (leds) > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P17768,"plastics and articles thereof, other > light-emitting diodes (leds) > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P17801,"plastics and articles thereof, other > light-emitting diodes (leds) > photosensitive semiconductor devices > iot devices and controllers"
P17757,"plastics and articles thereof, other > light-emitting diodes (leds) > photosensitive semiconductor devices > other telecommunications equipment"
P17769,"plastics and articles thereof, other > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P17784,"plastics and articles thereof, other > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P17822,"plastics and articles thereof, other > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products"
P17808,"plastics and articles thereof, other > light-emitting diodes (leds) > photosensitive semiconductor devices > integrated circuits, other"
P17811,"plastics and articles thereof, other > light-emitting diodes (leds) > photosensitive semiconductor devices > optical transceivers"
P17759,"plastics and articles thereof, other > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P17824,"plastics and articles thereof, other > optical media for software > parts and accessories of computers > automated medication dispensing systems"
P17802,"plastics and articles thereof, other > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)"
P17800,"plastics and articles thereof, other > optical media for software > parts and accessories of computers > wireless networking devices"
P35226,plastics articles for electrical insulation > insulating parts of electrical machines
P40876,"plastics film, non-cellular > magnetic media for recording sound > optical media for software > flight simulators"
P40873,"plastics film, non-cellular > magnetic media for recording sound > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P40875,"plastics film, non-cellular > magnetic media for recording sound > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P40874,"plastics film, non-cellular > magnetic media for recording sound > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P40877,"plastics film, non-cellular > magnetic media for recording sound > optical media for software > video games of a kind used with a television receiver"
P22167,"plastics, film > composite cans"
P33799,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > flight simulators"
P33773,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > portable digital automatic data processing machines weighing not more than 10 kg"
P33798,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following: storage units, input units, output units"
P33779,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > processing units other than those of subheadings 8471.41 or 8471.49"
P33812,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > video games of a kind used with a television receiver"
P33776,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > microbiological testing instruments and apparatus"
P33770,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of computers > telephones for cellular networks or for other wireless networks"
P33818,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of the machines of heading 8471 > automated order entry systems"
P33780,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of computers > other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment"
P33790,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of the machines of heading 8471 > processing units other than those of subheading 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of units: storage units, input units, output units"
P33814,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of the machines of heading 8471 > voice over internet protocol (voip) products"
P33775,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter > thermometers, not combined with other instruments"
P33816,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of computers > automated medication dispensing systems"
P33803,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of computers > gaming machines (other than video game consoles)"
P33802,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of computers > wireless networking devices"
P33810,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of the machines of heading 8471 > point of sale terminals"
P33811,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of the machines of heading 8471 > semiconductor design ip"
P33766,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of the machines of heading 8471 > tablets"
P33778,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of the machines of heading 8471 > other office machines"
P33805,"plastics; other articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.s. in chapter 39 > optical media for software > parts and accessories of the machines of heading 8471 > electronic payment processing equipment"
