scenario_id,scenario_type,linked_items,item_count
19264,location,"Bearing Housings;Fork-lift Trucks;Gear Boxes and Parts Thereof;Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles;Household washing machines, fully automatic;Household washing machines, not fully automatic;Industrial Heating Equipment;Insulated electrical conductors for a voltage not exceeding 80 V",8
19265,location,Adhesives based on polymers of headings 39.01 to 39.13 or on rubber;Ball Bearings;Drive Axles with Differential;Electronic integrated circuits - Processors and controllers;Insulated Electric Conductors;Optical fiber cables;Other Cylindrical Roller Bearings;Seats of a kind used for motor vehicles,8
19266,location,"Raw cane sugar, not containing added flavoring or coloring",1
19267,location,"Hormones; Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in measured doses or forms or packings for retail sale, nesoi;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale, nesoi;Vaccines for human medicine",4
19268,location,Industrial Machinery for Temperature Control,1
19269,location,"Petroleum oils and oils obtained from bituminous minerals, crude",1
19270,location,"Natural gas, liquified",1
19271,location,Machinery for mineral processing;Parts of industrial machinery;Veterinary Pharmaceuticals,3
19272,location,Waterproof footwear with outer soles and uppers of rubber or plastics,1
19273,location,Angiographic Products;Catheters,2
19274,location,"Bananas, including plantains, fresh or dried",1
19275,location,"Cereal grains otherwise worked, prepared or preserved;Machinery and apparatus for soldering, brazing, welding, or surface tempering;Prepared foods obtained by the swelling or roasting of cereals or cereal products;Prepared foods obtained from unroasted cereal flakes or mixtures",4
19276,location,"Oil or fuel filters for internal combustion engines;Parts of filtering or purifying machinery and apparatus, for liquids or gases",2
19277,location,"Animal Feed Additives;Parts of agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, including germination plant fitted with mechanical or thermal equipment;Road wheels and parts and accessories thereof for vehicles",3
19278,location,Frozen Potatoes;Prepared or Preserved Potatoes,2
19279,location,"Cut flowers and flower buds for bouquets or for ornamental purposes, fresh",1
19280,location,Instruments and apparatus for physical or chemical analysis,1
19281,location,Chandeliers and Other Electric Ceiling or Wall Lighting Fittings,1
19282,location,Chandeliers and Other Electric Ceiling or Wall Lighting Fittings,1
19283,location,Chandeliers and Other Electric Ceiling or Wall Lighting Fittings,1
19284,location,Heat exchange units;Parts of air or vacuum pumps and compressors;Radiators for motor vehicles;Tractors (other than tractors of heading 8709),4
19285,location,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases",1
19286,location,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",1
19287,location,Prefabricated Buildings,1
19288,location,"Network Routers;Static converters (e.g., UPS systems);Steering wheels, steering columns and steering boxes for motor vehicles;Switching Apparatus",4
19289,location,"Motor vehicles for transport of persons, with a spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",1
19290,location,Gearboxes and parts thereof for motor vehicles,1
19291,location,"Combined refrigerator-freezers, fitted with separate external doors;Drive Axles with Differential",2
19292,location,Immunoglobulin for Intravenous Administration,1
19293,location,Transmission apparatus for radio-broadcasting or television,1
19294,location,Diagnostic or laboratory reagents on a backing;Fire Retardants;Foam Suppressants;Medicaments containing antibiotics;Medicaments containing insulin but not antibiotics,5
19295,location,"Centrifuges, including centrifugal dryers;Machinery for treatment of materials by a process involving a change of temperature",2
19296,location,Non-Medical Imaging Equipment,1
19297,location,Intake air filters for internal combustion engines,1
19298,location,Reagents and diagnostic or laboratory reagents,1
19299,location,"Aluminum Waste and Scrap;Aluminum bars, rods, and profiles;Aluminum plates, sheets and strip, of a thickness exceeding 0.2mm",3
19300,location,Bituminous Coal,1
19301,location,"Lumber, coniferous (softwood), sawn or chipped lengthwise;Wood in the rough, coniferous, whether or not stripped of bark or sapwood",2
19302,location,"Wood (including strips and friezes for parquet flooring, not assembled)",1
19303,location,"Boards, panels, consoles, desks, cabinets and other bases for control or distribution of electricity, for a voltage not exceeding 1,000 V;Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships;Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED);Instruments and appliances used in medical, surgical, dental or veterinary sciences, n.e.s.;Medical Instruments and Appliances;Optical fiber cables;Passenger Motor Vehicles with Spark-Ignition Internal Combustion Reciprocating Piston Engine of a Cylinder Capacity Not Exceeding 1,500 cc",7
19304,location,Lead-acid accumulators (batteries);Stainless Steel Bars and Rods;Stainless Steel Sheet and Strip;Stainless Steel Wire,4
19305,location,Aircraft Parts,1
19306,location,Lifts and skip hoists,1
19307,location,Other Parts of Aircraft,1
19308,location,"Antisera and other blood fractions and modified immunological products;Diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents;Electrical stimulators for pain management;Enzymes; prepared enzymes not elsewhere specified or included;Heterocyclic compounds with nitrogen hetero-atom(s) only;Implantable pulse generators;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses",8
19309,location,"Electronic indicator panels;Illuminated signs, illuminated name-plates and the like",2
19310,location,Electrical circuit protection devices,1
19311,location,Wireless Communication Equipment,1
19312,location,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits;Optical instruments and appliances for inspecting semiconductor wafers or devices;Parts and accessories of machines and apparatus for the manufacture of semiconductor devices,3
19313,location,Gas meters;Glass containers for packing or conveyance of goods,2
19314,location,"Gaming machines, other than those operated by coins, banknotes, bank cards, tokens or by any other means of payment",1
19315,location,Seats of a kind used for motor vehicles,1
19316,location,Aluminum articles,1
19317,location,Uranium ores and concentrates,1
19318,location,"Arc Welding Equipment;Cored Wire of Base Metal, for Electric Arc-Welding;Gaming machines, other than those operated by coins, banknotes, bank cards, tokens or by any other means of payment;Other Welding Apparatus;Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment;Protein Supplements and Meal Replacements;Trailers and semi-trailers; other",8
19319,location,Printed Advertising Materials,1
19320,location,Monoclonal Antibodies;Other Biopharmaceutical Products,2
19321,location,"Aeroplanes and Other Aircraft, of an Unladen Weight Exceeding 15,000 kg;Parts of Aeroplanes or Helicopters;Trucks with a Gross Vehicle Weight Exceeding 20 Metric Tons",3
19322,location,"Antisera and other blood fractions and modified immunological products;Data Processing Machines;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses;Parts and Accessories for Storage Units and Servers;Thyristors, diacs and triacs, other than photosensitive devices",6
19323,location,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data;Parts for Radio or Television Transmission Apparatus",2
19324,location,"Printers, copying machines and facsimile machines, capable of connecting to an automatic data processing machine or to a network",1
19325,location,Semiconductor Devices,1
19326,location,Parts of railway locomotives or rolling stock,1
19327,location,"Fumed Silica;Optical fibers, optical fiber bundles and cables;Silica",3
19328,location,"Instruments and apparatus for physical or chemical analysis (e.g., chromatographs, electrophoresis instruments);Instruments and apparatus for physical or chemical analysis (e.g., spectrometers, gas or smoke analysis apparatus)",2
19329,location,"Lignite, Not Agglomerated",1
19330,location,Prefabricated buildings,1
19331,location,Energy Drinks;Non-alcoholic Beverages,2
19332,location,Parts suitable for use solely or principally with electric motors and generators,1
19333,location,"Doors, Windows and Their Frames, of Plastics",1
19334,location,"Electronic integrated circuits; n.e.s. in heading no. 8542;Memories, electronic integrated circuits;Monolithic Integrated Circuits;Network Routers;Other Electronic Integrated Circuits;Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits;Respiratory apparatus (oxygen concentrators)",8
19335,location,Corrugated Paper Boxes,1
19336,location,Frozen Potatoes;Prepared or Preserved Potatoes,2
19337,location,Light oils and preparations,1
19338,location,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations,1
19339,location,Cookies (sweet biscuits);Insulated electrical conductors fitted with connectors;Insulated electrical conductors for a voltage not exceeding 80 V,3
19340,location,"Aluminum Doors, Windows and Their Frames;Lithium-ion accumulators (batteries);Other paints and varnishes",3
19341,location,Medical Instruments and Appliances,1
19342,location,Prefabricated Buildings,1
19343,location,"Cigarettes;Electrical Control Panels;Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing more than 150 g/m2;Paper and paperboard, surface-colored, surface-decorated or printed, coated, impregnated or covered with plastics;Parts for electrical transformers and static converters;Plastic Bags and Sacks;Plastic Sacks and Bags (including Cones), of Polymers of Ethylene",7
19344,location,Wooden Furniture for Bedroom,1
19345,location,Wind Turbines,1
19346,location,"Helicopters of an Unladen Weight Exceeding 2,000 kg",1
19347,location,"Phenolic resins, in primary forms",1
19348,location,"Windows, French-Windows and Their Frames, Wooden",1
19349,location,"Other Electronic Integrated Circuits;Processors and Controllers, Electronic Integrated Circuits",2
19350,location,Industrial Valves,1
19351,location,"Jams, fruit jellies, marmalades, fruit or nut purée and pastes",1
19352,location,"Cans, iron or steel",1
19353,location,"Uncoated paper, used for writing, printing, etc.",1
19354,location,Semi-finished products of iron or non-alloy steel,1
19355,location,Wooden Furniture,1
19356,location,Furniture,1
19357,location,Wooden Furniture for Bedrooms,1
19358,location,"Furniture, wooden, other than for office, kitchen or bedroom use",1
19359,location,Prefabricated Buildings,1
19360,location,Aluminum Containers for Compressed or Liquefied Gas;Fertilizers and Plant Growth Regulators;Metal Connectors and Anchors;Prefabricated Buildings,4
19361,location,"Mineral or Chemical Fertilizers Containing Nitrogen, Phosphorus, and Potassium;Superphosphates",2
19362,location,Steel Drums,1
19363,location,Flexible Intermediate Bulk Containers,1
19364,location,Brakes and Parts Thereof for Railway or Tramway Locomotives or Rolling Stock,1
19365,location,"Beverages, non-alcoholic, sweetened or flavored",1
19366,location,"Mineral and aerated waters, unsweetened",1
19367,location,Light oils and preparations (motor spirit/gasoline);Other petroleum oils and oils obtained from bituminous minerals,2
19368,location,Chocolate and other food preparations containing cocoa;Petroleum Oils (not crude) and oils obtained from bituminous minerals,2
19369,location,Other food preparations not elsewhere specified or included,1
19370,location,Instruments for physical or chemical analysis,1
19371,location,"Other digital automatic data processing machines, presented in the form of systems;Protein Shakes and Drinks",2
19372,location,"Instruments and apparatus for physical or chemical analysis, n.e.s.",1
19373,location,"Silver, unwrought",1
19374,location,Industrial Belting;Textile Fabrics and Felts for Paper-Making Machines,2
19375,location,"Parts and accessories for measuring or checking instruments and appliances, n.e.s.",1
19376,location,"Brakes and servo-brakes; parts thereof;Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, and certified reference materials;Electric Generating Sets and Rotary Converters;Fuel, lubricating or cooling medium pumps for internal combustion piston engines;Instruments and apparatus for measuring or checking the flow or level of liquids;Instruments and apparatus for physical or chemical analysis;Instruments for measuring or checking semiconductor wafers or devices",8
19377,location,Injection-molding machines for working rubber or plastics;Machines for additive manufacturing,2
19378,location,Screws and bolts,1
19379,location,Mineral Wool;Parts of airplanes or helicopters;Parts suitable for use solely or principally with the machines of heading 8501 or 8502;Screws and Bolts,4
19380,location,"Footwear with outer soles of rubber, plastics or composition leather",1
19381,location,Crude Oil,1
19382,location,Snowplows and similar snow removal equipment,1
19383,location,Monoclonal antibodies for therapeutic use;Pharmaceuticals,2
19384,location,Parts suitable for use solely or principally with the engines of heading 8407 or 8408,1
19385,location,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines);Parts suitable for use solely or principally with the machines of headings 8501 or 8502,2
19386,location,"Bread, pastry, cakes, biscuits and other bakers' wares;Food preparations not elsewhere specified or included",2
19387,location,Mobile Homes;Prefabricated Buildings,2
19388,location,Paper Labels,1
19389,location,Optical fiber cables,1
19390,location,"Mechanical Appliances for Projecting, Dispersing or Spraying Liquids or Powders;Spray Guns and Similar Appliances",2
19391,location,"Prepared additives for cements, mortars or concretes",1
19392,location,Closures for containers;Valves and similar appliances,2
19393,location,"Flight Simulators;Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",2
19394,location,Agricultural or horticultural sprayers,1
19395,location,"Cartons, boxes and cases, corrugated paper or paperboard",1
19396,location,Video game consoles and machines,1
19397,location,Soya Beans,1
19398,location,"Corrugated paper and paperboard, in rolls or sheets",1
19399,location,All-terrain vehicles (ATVs);Snowmobiles,2
19400,location,"Fruits, nuts and other edible parts of plants, prepared or preserved",1
19401,location,Prepared or preserved meat,1
19402,location,Disodium Carbonate (Soda Ash),1
19403,location,Medical Instruments and Appliances;Sodium Hydroxide (Caustic Soda),2
19404,location,Metal Furniture for Offices;Wooden Furniture for Offices,2
19405,location,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data;Needles, Catheters, Cannulae and the Like;Other Appliances Which are Worn or Carried, or Implanted in the Body;Surgical Instruments and Appliances",4
19406,location,"Chemical Preparations, Not Elsewhere Specified",1
19407,location,Uranium ores and concentrates,1
19408,location,"Birds' eggs, in shell, fresh, preserved or cooked",1
19409,location,Sunflower Seeds,1
19410,location,Toilet paper;Yachts and other vessels for pleasure or sports,2
19411,location,"Aircraft, powered; airplanes and other aircraft, of an unladen weight exceeding 15,000 kg;Parts suitable for use solely or principally with the engines of heading 8407 or 8408, n.e.s.",3
19412,location,Aluminum articles,1
19413,location,"Amino-resins, phenolic resins and polyurethanes, in primary forms;Dredgers;Liquefied Petroleum Gases (LPG);Parts of machines and mechanical appliances;Petroleum Bitumen",5
19414,location,"Medicaments consisting of mixed or unmixed products;Needles, catheters, cannulae and the like",2
19415,location,Gear Boxes and Parts Thereof;Parts Suitable for Use with Engines of Heading 8407 or 8408;Transmission Shafts and Cranks,3
19416,location,Vaccines for human medicine,1
19417,location,"Butanes, Liquefied",1
19418,location,"Electronic integrated circuits, processors and controllers",1
19419,location,"Gold, unwrought",1
19420,location,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",1
19421,location,Frozen chicken cuts,1
19422,location,Prepared or Preserved Meat,1
19423,location,"Ceramic flags and paving, hearth or wall tiles",1
19424,location,Instruments for Measuring or Checking Flow or Level of Liquids,1
19425,location,Arc Welding Equipment;Parts suitable for use solely or principally with internal combustion piston engines;Transmission shafts (including cam shafts and crank shafts) and cranks,3
19426,location,Crude Oil,1
19427,location,Natural Gas,1
19428,location,"Passenger Motor Vehicles with Spark-Ignition Internal Combustion Reciprocating Piston Engine of a Cylinder Capacity Exceeding 1,500 cc But Not Exceeding 3,000 cc",1
19429,location,"Spectacles, goggles and the like, corrective, protective or other;Sunglasses",2
19430,location,"Natural Gas, Liquefied",1
19431,location,Natural Gas,1
19432,location,Soups and Broths;Target Drones;Unmanned Aerial Vehicles,3
19433,location,Bromine Compounds,1
19434,location,Copper Ores and Concentrates,1
19435,location,Copper Cathodes,1
19436,location,"Other tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel;Plywood, Veneered Panels and Similar Laminated Wood",2
19437,location,"Lumber, Coniferous (Softwood);Railway or tramway goods vans and wagons, not self-propelled;Railway or tramway tank cars and the like",3
19438,location,Oriented Strand Board (OSB),1
19439,location,Brakes and parts thereof for railway or tramway vehicles,1
19440,location,Parts of railway or tramway locomotives or rolling stock,1
19441,location,"Lumber, coniferous wood sawn or chipped lengthwise",1
19442,location,Wound Care Products,1
19443,location,Textile Fabrics and Felts for Paper-Making Machines,1
19444,location,Parts of airplanes or helicopters,1
19445,location,Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,1
19446,location,"Petroleum Oils and Oils Obtained from Bituminous Minerals, Crude",1
19447,location,"Soybeans, whether or not broken",1
19448,location,Lithium Carbonate,1
19449,location,Battery Storage Systems,1
19450,location,Parts of machines and mechanical appliances,1
19451,location,Closures for containers,1
19452,location,"Pebbles, gravel, broken or crushed stone",1
19453,location,Photovoltaic Solar Power Systems,1
19454,location,Solar Microinverters,1
19455,location,"Peppers (Capsicum or Pimenta), fresh or chilled",1
19456,location,"Cement, concrete, or artificial stone, prefabricated structural components",1
19457,location,"Plastic Sacks and Bags (including Cones), of Polymers of Ethylene",1
19458,location,"Printed Books, Brochures, and Similar Printed Matter",1
19459,location,"Folding Cartons, Boxes and Cases",1
19460,location,"Carbon Fiber Fabrics;Closed System Transfer Devices;Computed tomography apparatus;Frames and mountings for spectacles, goggles or the like, of other materials;Infusion Pumps;Intravenous (IV) Sets;Lumber, Coniferous (Softwood);Mattress Supports",8
19461,location,Light oils and preparations,1
19462,location,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations,1
19463,location,"Air conditioning machines, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle;Air conditioning machines, other, incorporating a refrigerating unit;Seats of a kind used for motor vehicles",3
19464,location,"Parts of agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, including germination plant fitted with mechanical or thermal equipment;Safety seat belts for motor vehicles",2
19465,location,Road wheels and parts and accessories thereof for vehicles,1
19466,location,Aviation Navigation Systems;GPS Navigation Devices;Marine Sonar Equipment;Skis,4
19467,location,Agricultural Machinery for Soil Preparation,1
19468,location,"Air or vacuum pumps, compressors and fans",1
19469,location,"Air or vacuum pumps, compressors and fans",1
19470,location,Tubular metal needles and needles for sutures,1
19471,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
19472,location,Land Development Services;Parts for telecommunication apparatus;Prefabricated Buildings;Residential Lot Development,4
19473,location,"Boards, panels, consoles, desks, cabinets and other bases for electric control or the distribution of electricity;Illuminated Signs and Displays;Lighting Fixtures;Motor vehicles for the transport of ten or more persons, including the driver;Parts and accessories of motor vehicles;Parts of Aeroplanes or Helicopters",6
19474,location,Metal Connectors and Anchors,1
19475,location,"Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",1
19476,location,"Artificial Eyes, Other Artificial Body Parts and Devices;Instruments and Appliances Used in Medical, Surgical, Dental or Veterinary Sciences",2
19477,location,"Amplifiers, Electronic Integrated Circuits;Antisera and other blood fractions, whether or not modified or obtained;Cleaning preparations;Continuous Glucose Monitoring Systems (CGM);Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, and certified reference materials;Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments;Glucose Monitoring Systems;Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",8
19478,location,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale",2
19479,location,"Audio-frequency electric amplifiers;Communication Equipment for Payment Processing;Lidar Sensors;Machines for the reception, conversion and transmission or regeneration of voice, images or other data;Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton;Parts and Accessories for Lidar Systems;Parts and accessories of apparatus of heading 8522;Parts of spacecraft, including satellites",8
19480,location,Soya Beans,1
19481,location,Natural Gas,1
19482,location,"Petroleum oils and oils obtained from bituminous minerals, crude",1
19483,location,"Apples, fresh;Avocados, fresh or dried",2
19484,location,"Lemons (Citrus limon, Citrus limonum)",1
19485,location,Washing and Cleaning Preparations,1
19486,location,"Automatic data processing machines and units;Automatic data processing machines and units thereof; other than those of heading 8471.41 or 8471.49;Chromatographs and electrophoresis instruments;Computing Servers;Converters for electric vehicle charging stations;Data Processing Machines;Electrical Machines and Apparatus, Having Individual Functions",8
19487,location,"Shaving preparations, personal deodorants and antiperspirants",1
19488,location,Containers specially designed and equipped for carriage by one or more modes of transport,1
19489,location,"Mangoes, mangosteens, and guavas, fresh or dried",1
19490,location,"Women's or girls' briefs and panties, of cotton, knitted or crocheted",1
19491,location,"Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter",2
19492,location,"Instruments and apparatus for physical or chemical analysis, n.e.s.",1
19493,location,Compressors for air conditioning equipment,1
19494,location,"Filtering or Purifying Machinery and Apparatus for Liquids;Liquid Pumps;Parts for Air or Vacuum Pumps, Compressors, Fans, Blowers",3
19495,location,"New pneumatic tires, of rubber, of a kind used on buses or lorries",1
19496,location,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles;Oil or fuel filters for internal combustion engines;Parts of filtering or purifying machinery and apparatus, for liquids or gases;Static converters for electricity (e.g., inverters, power supply units)",4
19497,location,Industrial Heating Equipment,1
19498,location,Electrical Control Panels;Insulated Electric Conductors,2
19499,location,Cameras (including GoPro HERO series),1
19500,location,"Bulldozers and angle dozers, self-propelled;Mechanical shovels, excavators and shovel loaders, self-propelled",2
19501,location,Closures for containers,1
19502,location,Coconut Snacks,1
19503,location,"Women's Trousers, of Cotton",1
19504,location,Voice over Internet Protocol (VoIP) products,1
19505,location,"T-shirts, singlets and other vests, of cotton, knitted or crocheted",1
19506,location,Wire of Iron or Non-Alloy Steel,1
19507,location,Kaolin and other kaolinic clays,1
19508,location,"Mixing, kneading, crushing, grinding, screening, sifting, homogenizing, emulsifying or stirring machines;Parts of Pumps",2
19509,location,"Coffee, roasted, not decaffeinated",1
19510,location,Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,1
19511,location,Hair Shampoos;Lip Make-Up Preparations;Swimming Pool Filters,3
19512,location,Prefabricated Buildings,1
19513,location,Hygienic or pharmaceutical articles of vulcanized rubber other than hard rubber,1
19514,location,"Footwear with outer soles and uppers of rubber or plastics;Footwear with outer soles of rubber, plastics, leather, or composition leather and uppers of leather",2
19515,location,"Paper and paperboard, surface-colored, surface-decorated or printed, coated, impregnated or covered with plastics",1
19516,location,Printed Circuits,1
19517,location,"Wine of fresh grapes, in containers not exceeding 2 liters",1
19518,location,"Data Center and Cloud Computing Switches;Data processing machines (servers);Electronic Integrated Circuits as Processors and Controllers;Electronic integrated circuits - Network and communication ICs;Electronic integrated circuits - Processors and controllers;Electronic integrated circuits and microassemblies;Instruments and apparatus for measuring or checking quantities of heat, sound or light;Instruments and apparatus for physical or chemical analysis, other than optical",8
19519,location,"Toys; dolls, puzzles, and other toys",2
19520,location,"Avocados, fresh or dried",1
19521,location,"Avocados, fresh or dried;Lemons (Citrus limon, Citrus limonum);Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids;Nuts and seeds, prepared or preserved (excluding by vinegar or acetic acid)",5
19522,location,"Electronic test instruments and apparatus;Instruments and apparatus for measuring or checking semiconductor wafers or devices;Other instruments and apparatus, specially designed for telecommunications",3
19523,location,"Cigars, cheroots and cigarillos containing tobacco;Transformers having a power handling capacity not exceeding 1 kVA;Women's or girls' briefs and panties, of cotton, knitted or crocheted",3
19524,location,Soap and Organic Surface-Active Products for Toilet Use,1
19525,location,Washing and Cleaning Preparations,1
19526,location,"Optical fiber cables;Parts of agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, including germination plant fitted with mechanical or thermal equipment;Structures and parts of structures, of iron or steel;Uncoated paper and paperboard, used for writing, printing or other graphic purposes",4
19527,location,Chocolate and other food preparations containing cocoa,1
19528,location,Hydraulic Power Engines and Motors;Turbojets of a Thrust Not Exceeding 25 kN;Valves for Hydraulic or Pneumatic Transmissions,3
19529,location,Carbon Black,1
19530,location,Metal Furniture for Offices,1
19531,location,Electrical circuit protection devices,1
19532,location,"Fuses for electrical apparatus;Surge arresters, voltage limiters and surge suppressors",2
19533,location,Structures (excluding prefabricated buildings) and parts of structures,1
19534,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
19535,location,Wooden Kitchen Cabinets and Vanities,1
19536,location,Products suitable for use as glues or adhesives,1
19537,location,Lifts and skip hoists;Wearable Fitness Devices,2
19538,location,"Communication Equipment with Reception, Conversion and Transmission;Radio Transceivers",2
19539,location,Railway or tramway track fixtures and fittings,1
19540,location,"Carpets and other textile floor coverings, tufted, of nylon or other polyamides;Carpets and other textile floor coverings, woven, not tufted or flocked, of man-made textile materials;Other carpets and other textile floor coverings, whether or not made up",3
19541,location,Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,1
19542,location,Electric Sensors,1
19543,location,Bakery Products,1
19544,location,Ski bindings,1
19545,location,EXPAREL (bupivacaine liposome injectable suspension),1
19546,location,ATV suspension components;Motorcycle suspension components,2
19547,location,"Beauty or make-up preparations and preparations for the care of the skin;Body cameras;Cartridges for rifles or pistols;Hygienic or pharmaceutical articles of vulcanized rubber other than hard rubber;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses;Stoppers, lids, caps and other closures of plastics;Tasers and stun guns",7
19548,location,Contact lenses;Medical Instruments,2
19549,location,"Plastic building materials, not elsewhere specified;Wood-based panels, not elsewhere specified",2
19550,location,"Gold, non-monetary, unwrought;Silver, unwrought",2
19551,location,"Fruits, nuts and other edible parts of plants, prepared or preserved",1
19552,location,"Sauces and preparations, mixed condiments",1
19553,location,"Body cameras;Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions;Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses;Parts of turbojets or turbo propellers;Quantum Computers",8
19554,location,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, fresh",1
19555,location,"Aluminum Waste and Scrap;Unwrought Aluminum, Alloyed",2
19556,location,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel",1
19557,location,Mobile Homes;Prefabricated Buildings,2
19558,location,"Iron or non-alloy steel bars and rods, hot-rolled;Iron or non-alloy steel, in coils, not further worked than hot-rolled;Prepregs of Carbon Fiber",3
19559,location,Lubricating preparations,1
19560,location,"Pistachios, in shell",1
19561,location,"Agricultural Machinery for Soil Preparation;Other nuts and seeds, otherwise prepared or preserved",2
19562,location,Diodes and Transistors,1
19563,location,Centrifugal Pumps;Parts of Hydraulic and Pneumatic Engines and Motors,2
19564,location,Parts suitable for use solely or principally with electric motors and generators;Parts suitable for use solely or principally with internal combustion piston engines,2
19565,location,Computed Tomography Equipment,1
19566,location,Sports Footwear,1
19567,location,Footwear with outer soles and uppers of rubber or plastics,1
19568,location,Cigarettes containing tobacco,1
19569,location,"Cans, iron or steel, for food and drink;Structures and parts of structures, of iron or steel, for solar trackers",2
19570,location,Parts suitable for use solely or principally with the engines of heading 8407 or 8408,1
19571,location,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines);Parts suitable for use solely or principally with the machines of headings 8501 or 8502,2
19572,location,"Aluminum structures (excluding prefabricated buildings of heading 94.06) and parts of structures;Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles",2
19573,location,Beauty or make-up preparations and preparations for the care of the skin;Skin Care Products,2
19574,location,Cranes fitted with a revolving superstructure on tires;Other mobile cranes,2
19575,location,Storage Units,1
19576,location,Toys and games,1
19577,location,"3D Imaging and Realization Solutions;Air brakes and parts thereof;Air conditioning machines, window or wall types, self-contained;Air heaters and hot air distributors, not electrically heated, and parts thereof;Amino-resins, phenolic resins and polyurethanes, in primary forms;Arc Welding Equipment;Beauty or make-up preparations and preparations for the care of the skin;Black Pepper, Whole",8
19578,location,"Immunological products, put up in measured doses",1
19579,location,Medicaments consisting of mixed or unmixed products,1
19580,location,"Aerated waters, sweetened or flavored",1
19581,location,"Biscuits, Waffles, and Other Baked Goods",1
19582,location,Wheat and meslin;Wheat or meslin flour,2
19583,location,Folding Cartons;Metal furniture other than seats,2
19584,location,"Cored Wire of Base Metal, for Electric Arc-Welding",1
19585,location,"Household articles and hygienic or toilet articles, of plastics",1
19586,location,"Electrical Switches;Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding or webs of cellulose fibers;Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes",3
19587,location,"Biodiesel and mixtures thereof, not containing or containing less than 70% by weight of petroleum oils;Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher",2
