Main Product Name,HS Code,Input Product,Industry,NAICS Code,Percentage Cost
"Motor cars and other motor vehicles for transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity 1500 cc to 3000 cc",840734,Spark-ignition reciprocating piston engines of a kind used for the propulsion of vehicles,"Engine, Turbine, and Power Transmission Equipment Manufacturing",333618,15.0
Optical Media for Software,852341,Optical media for the recording of software,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",334614,25.0
Optical Media for Software,392690,"Plastics and articles thereof, n.e.s.",Plastics Product Manufacturing,326199,12.0
Women's Dresses,520832,"Dyed woven fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 200 g/m²",Textile Mills,313210,25.0
Women's Dresses,540752,"Woven fabrics of synthetic filaments, nesoi, dyed, 85% or more textured polyester filaments",Textile Mills,313210,20.0
Women's Dresses,600622,"Knitted or crocheted fabrics of cotton, dyed, nesoi",Textile Mills,313240,15.0
Women's Dresses,580710,"Labels, badges and similar articles of textile materials, in the piece, in strips or cut to shape or size, not embroidered",Textile Product Mills,314999,5.0
Women's Dresses,560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, of man-made filaments, weighing more than 25 g/m² but not more than 70 g/m²",Textile Mills,313230,10.0
"Sweaters, Pullovers, Sweatshirts, Waistcoats (Vests) - Cotton",5208.32,"Woven Fabrics of Cotton, Dyed",Textile Mills,313210,40.0
"Sweaters, Pullovers, Sweatshirts, Waistcoats (Vests) - Cotton",5205.12,"Single Cotton Yarn, with a Linear Density Not Exceeding 83.33 Decitex",Textile Mills,313110,20.0
"Sweaters, Pullovers, Sweatshirts, Waistcoats (Vests) - Cotton",5203.00,"Cotton, Carded or Combed",Textile Mills,313111,15.0
Inflatable Balls,392690,Articles of plastics and articles of other materials of headings 3901 to 3914,Plastics Product Manufacturing,326199,40.0
Inflatable Balls,401699,"Articles of vulcanized rubber other than hard rubber, not elsewhere specified or included",Rubber Product Manufacturing,326299,20.0
Inflatable Balls,590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane",Textile Product Mills,314999,15.0
"Medical, surgical, dental or veterinary furniture",730890,"Structures and parts of structures, of iron or steel",Iron and Steel Manufacturing,331110,20.0
"Medical, surgical, dental or veterinary furniture",940190,Parts of seats,Furniture and Related Product Manufacturing,337127,15.0
"Medical, surgical, dental or veterinary furniture",392690,"Articles of plastics and articles of other materials of headings 3901 to 3914, n.e.s.",Plastics Product Manufacturing,326199,10.0
"Medical, surgical, dental or veterinary furniture",761699,"Articles of aluminum, n.e.s.",Aluminum Product Manufacturing,331318,8.0
"Medical, surgical, dental or veterinary furniture",830242,"Mountings, fittings and similar articles suitable for furniture, of base metal",Hardware Manufacturing,332510,5.0
"Cans, iron or steel, capacity < 50L",7210.49,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, otherwise plated or coated with zinc",Metal Manufacturing,331110,50.0
"Cans, iron or steel, capacity < 50L",7212.20,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, plated or coated",Metal Manufacturing,331110,20.0
"Cans, iron or steel, capacity < 50L",7211.29,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, not further worked than cold-rolled",Metal Manufacturing,331110,10.0
"Cans, iron or steel, capacity < 50L",7215.90,Other bars and rods of iron or non-alloy steel,Metal Manufacturing,331110,5.0
"Cans, iron or steel, other",720918,"Flat-rolled products of iron or non-alloy steel, in coils, of a thickness of less than 0.5 mm, not further worked than cold-rolled (cold-reduced)",Steel Manufacturing,331221,60.0
"Cans, iron or steel, other",721070,"Flat-rolled products of iron or non-alloy steel, painted, varnished or coated with plastics",Steel Manufacturing,331221,20.0
"Cans, iron or steel, other",720827,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated",Steel Manufacturing,331221,10.0
Optical Media for Software,392690,"Articles of plastics and articles of other materials of headings 3901 to 3914, not elsewhere specified or included",Plastics Manufacturing,326199,40.0
Optical Media for Software,852341,"Optical media for the recording of sound or other phenomena, unrecorded",Optical Media Manufacturing,334613,50.0
Optical Media for Software,390210,"Polypropylene, in primary forms",Plastics Material and Resin Manufacturing,325211,30.0
Aluminum containers for compressed or liquefied gas,7601.10,"Aluminum, unwrought",Primary Metal Manufacturing,331312,45.0
Aluminum containers for compressed or liquefied gas,7606.12,"Aluminum plates, sheets and strip, of a thickness exceeding 0.2mm","Aluminum Sheet, Plate, and Foil Manufacturing",331315,15.0
Aluminum containers for compressed or liquefied gas,8311.10,"Wire, rods, tubes, plates, electrodes etc., of base metal or of metal carbides",Welding and Soldering Equipment Manufacturing,333992,10.0
Uranium ores and concentrates,270112,Bituminous Coal,Coal Mining,212112,10.5
Uranium ores and concentrates,730441,"Tubes, pipes and hollow profiles, seamless, of stainless steel",Steel Product Manufacturing,331210,7.3
Uranium ores and concentrates,310230,Ammonium Nitrate,Chemical Manufacturing,325311,6.8
"Rare-earth metals, scandium and yttrium",280530,Rare-earth metal ores,Mining and Quarrying,212299,45.0
"Rare-earth metals, scandium and yttrium",810520,Cobalt mattes and other intermediate products,Primary Metal Manufacturing,331419,20.0
"Rare-earth metals, scandium and yttrium",261220,Uranium ores and concentrates,Mining and Quarrying,212291,15.0
Optical Media for Software,390110,Polyethylene with a specific gravity of less than 0.94,Chemical Manufacturing,325211,25.0
Optical Media for Software,390120,Polyethylene with a specific gravity of 0.94 or more,Chemical Manufacturing,325211,20.0
Optical Media for Software,320611,Pigments and preparations based on titanium dioxide,Chemical Manufacturing,325130,10.0
Mineral substances not elsewhere specified or included,252910,Feldspar,Nonmetallic Mineral Product Manufacturing,327992,15.0
Mineral substances not elsewhere specified or included,252020,Gypsum,Nonmetallic Mineral Product Manufacturing,327420,10.0
Mineral substances not elsewhere specified or included,283650,Calcium Carbonate,Chemical Manufacturing,325188,12.0
Mineral substances not elsewhere specified or included,250810,Bentonite,Nonmetallic Mineral Product Manufacturing,327992,8.0
Mineral substances not elsewhere specified or included,252620,Natural Steatite (Talc),Nonmetallic Mineral Product Manufacturing,327992,5.0
Cerium compounds,284610,Cerium ores and concentrates,Mining,212299,45.0
Cerium compounds,260600,Aluminum ores and concentrates,Mining,212299,15.0
Cerium compounds,283429,Rare earth metal compounds,Chemical Manufacturing,325180,25.0
"Pasta, whether or not cooked or stuffed",100190,Wheat,Crop Production,111150,50.0
"Pasta, whether or not cooked or stuffed",040221,Milk,Dairy Product Manufacturing,311511,10.0
"Pasta, whether or not cooked or stuffed",150910,Olive Oil,Food Manufacturing,311225,5.0
"Pasta, whether or not cooked or stuffed",040790,Eggs,Poultry and Egg Production,112310,8.0
"Pasta, whether or not cooked or stuffed",110812,Starch,Starch and Vegetable Fats and Oils Manufacturing,311221,4.0
"Potatoes, prepared or preserved, not frozen",070190,"Potatoes, fresh or chilled, excluding seed potatoes",Vegetable and Melon Farming,111211,35.0
"Potatoes, prepared or preserved, not frozen",150710,"Soybean oil and its fractions, crude, whether or not degummed",Soybean Processing,311224,10.0
"Potatoes, prepared or preserved, not frozen",200819,"Nuts and other seeds, otherwise prepared or preserved",Fruit and Vegetable Preserving and Specialty Food Manufacturing,311421,5.0
"Potatoes, prepared or preserved, not frozen",210390,Sauces and preparations thereof,Seasoning and Dressing Manufacturing,311941,8.0
"Sauces and preparations, mixed condiments",070320,"Garlic, fresh or chilled",Agriculture,111219,10.5
"Sauces and preparations, mixed condiments",090420,"Fruits of the genus Capsicum or Pimenta, dried or crushed or ground",Agriculture,111998,8.3
"Sauces and preparations, mixed condiments",210690,Food preparations not elsewhere specified or included,Food Manufacturing,311999,12.0
"Sauces and preparations, mixed condiments",120740,"Sesame seeds, whether or not broken",Agriculture,111920,5.5
"Sauces and preparations, mixed condiments",150910,"Olive oil and its fractions, virgin, whether or not refined, but not chemically modified",Food Manufacturing,311225,7.8
Cookies (sweet biscuits),110100,Wheat flour,Grain and Oilseed Milling,311211,20.0
Cookies (sweet biscuits),170199,"Cane or beet sugar and chemically pure sucrose, in solid form",Sugar Manufacturing,311314,15.0
Cookies (sweet biscuits),040510,Butter,Dairy Product Manufacturing,311511,10.0
Cookies (sweet biscuits),120600,Sunflower seeds,Oilseed and Grain Farming,111120,5.0
Cookies (sweet biscuits),040610,Cheese,Dairy Product Manufacturing,311513,5.0
Optical Media for Software,390710,Polyethylene Terephthalate (PET),Resin and Synthetic Rubber Manufacturing,325211,30.0
Optical Media for Software,291570,Ethylene glycol,Petrochemical Manufacturing,325199,15.0
Optical Media for Software,390120,Polyethylene,Resin and Synthetic Rubber Manufacturing,325211,20.0
Women's Cotton Trousers,520812,"Woven Fabrics of Cotton, Containing 85% or More by Weight of Cotton, Unbleached, Weighing Not More Than 200 g/m²",Textile Mills,313210,35.0
Women's Cotton Trousers,540110,Sewing Thread of Artificial Filaments,Textile Product Mills,313110,5.0
Women's Cotton Trousers,600622,Knitted or Crocheted Fabrics of Cotton,Textile Mills,313240,10.0
Women's Cotton Trousers,580790,"Labels, Badges, and Similar Articles of Textile Materials, Not Embroidered",Textile Product Mills,314999,2.0
Women's Cotton Trousers,960719,Slide Fasteners,Notions and Other Accessories,339993,3.0
Optical Media for Software,852341,Discs for Laser Reading Systems for Reproducing Phenomena Other Than Sound or Image,Computer and Electronic Product Manufacturing,334614,40.0
Optical Media for Software,390210,"Polypropylene, in Primary Forms",Plastics Product Manufacturing,325211,15.0
Optical Media for Software,848071,Injection Moulds for Rubber or Plastics,Machinery Manufacturing,333511,5.0
Optical Media for Software,760711,"Aluminium Foil, Not Backed, Rolled but Not Further Worked",Alumina and Aluminum Production and Processing,331315,8.0
"T-shirts, of cotton, knitted or crocheted",5208.32,"Woven fabrics of cotton, 85% or more cotton, weight not exceeding 200 g/m²",Textile Mills,313210,35.0
"T-shirts, of cotton, knitted or crocheted",5204.11,"Cotton sewing thread, containing 85% or more by weight of cotton",Textile Mills,313110,10.0
"T-shirts, of cotton, knitted or crocheted",6006.31,Knitted or crocheted fabrics of cotton,Textile Mills,313240,25.0
"T-shirts, of cotton, knitted or crocheted",5205.12,"Cotton yarn (not sewing thread), containing 85% or more by weight of cotton",Textile Mills,313110,15.0
Optical Media for Software,3926.90,Articles of plastics and articles of other materials of headings 3901 to 3914,Plastics Product Manufacturing,326199,20.0
Optical Media for Software,8523.49,"Discs, tapes, solid-state non-volatile storage devices, ""smart cards"" and other media for the recording of sound or of other phenomena",Semiconductor and Other Electronic Component Manufacturing,334419,50.0
Optical Media for Software,3703.10,"Photographic paper, paperboard and textiles, sensitized, unexposed","Photographic Film, Paper, Plate, and Chemical Manufacturing",325992,5.0
"Footwear with outer soles of rubber, plastics, leather, or composition leather and uppers of leather",4107.11,"Whole hides and skins, of bovine or equine animals, full grains, unsplit or grain splits",Leather and Hide Tanning and Finishing,316110,30.0
"Footwear with outer soles of rubber, plastics, leather, or composition leather and uppers of leather",6406.10,"Uppers and parts thereof, other than stiffeners",Footwear Manufacturing,316210,25.0
"Footwear with outer soles of rubber, plastics, leather, or composition leather and uppers of leather",4008.11,"Plates, sheets, and strip of vulcanized rubber, other than hard rubber, of cellular rubber",Rubber Product Manufacturing,326220,15.0
"Footwear with outer soles of rubber, plastics, leather, or composition leather and uppers of leather",5509.22,"Yarn, single, of synthetic staple fibers, not put up for retail sale, mixed mainly or solely with wool or fine animal hair",Textile Mills,313110,10.0
"Footwear with outer soles of rubber, plastics, leather, or composition leather and uppers of leather",6402.20,Footwear with outer soles and uppers of rubber or plastics,Footwear Manufacturing,316210,5.0
Optical Media for Software,8523.49,"Discs for laser reading systems, for reproducing phenomena other than sound or image",Magnetic and Optical Media Manufacturing,334613,40.0
Optical Media for Software,3907.99,"Polyesters, in primary forms, other than polycarbonates, alkyd resins, and unsaturated polyesters",Plastics Material and Resin Manufacturing,325211,20.0
Optical Media for Software,3901.90,"Polymers of ethylene, in primary forms, other than polyethylene",Plastics Material and Resin Manufacturing,325211,15.0
"Structures and parts of structures, of aluminum",760120,Aluminum alloys,Aluminum Production and Processing,33131,40.0
"Structures and parts of structures, of aluminum",760429,"Aluminum bars, rods, and profiles","Aluminum Rolling, Drawing, and Extruding",33131,25.0
"Structures and parts of structures, of aluminum",760612,"Aluminum plates, sheets, and strip","Aluminum Sheet, Plate, and Foil Manufacturing",33131,15.0
"Structures and parts of structures, of aluminum",282690,Fluorides of aluminum,Inorganic Chemical Manufacturing,32518,5.0
Optical Media for Software,392690,Plastic components for optical media,Plastics Product Manufacturing,32619,30.0
Optical Media for Software,854239,Electronic integrated circuits,Semiconductor and Other Electronic Component Manufacturing,33441,50.0
Optical Media for Software,850490,Parts of electrical transformers,Electrical Equipment Manufacturing,33531,10.0
Railway or tramway track construction material of iron or steel,7207.12,Semi-finished products of iron or non-alloy steel,Iron and Steel Mills and Ferroalloy Manufacturing,331110,40.0
Railway or tramway track construction material of iron or steel,7228.20,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel",Iron and Steel Mills and Ferroalloy Manufacturing,331110,20.0
Railway or tramway track construction material of iron or steel,7211.19,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm",Iron and Steel Mills and Ferroalloy Manufacturing,331110,15.0
Railway or tramway track construction material of iron or steel,7302.10,Rails of iron or steel,Manufacturing,331210,25.0
Optical Media for Software,3926.90,Other articles of plastics,Plastics Product Manufacturing,326199,30.0
Optical Media for Software,8523.49,Optical media for the recording of sound or other phenomena,Computer and Electronic Product Manufacturing,334613,50.0
Optical Media for Software,2825.90,Other inorganic bases,Chemical Manufacturing,325180,10.0
Prefabricated buildings,721049,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, plated or coated with zinc",Iron and Steel Mills and Ferroalloy Manufacturing,331110,15.0
Prefabricated buildings,440710,"Wood sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm",Sawmills and Wood Preservation,321113,10.0
Prefabricated buildings,730890,"Structures and parts of structures, of iron or steel",Structural Steel and Precast Concrete Contractors,238120,12.0
Prefabricated buildings,392590,"Builders' ware of plastics, not elsewhere specified or included",Plastics Product Manufacturing,326199,8.0
Prefabricated buildings,681091,"Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone",Cement and Concrete Product Manufacturing,327320,9.0
Refrigerated Vending Machines,841899,Parts of Refrigerating Equipment,Refrigeration Equipment Manufacturing,333415,25.0
Refrigerated Vending Machines,732690,Other Articles of Iron or Steel,Iron and Steel Manufacturing,331110,15.0
Refrigerated Vending Machines,854449,"Electrical Conductors, for a Voltage Not Exceeding 1,000 V",Electrical Equipment Manufacturing,335931,10.0
Refrigerated Vending Machines,392690,Other Articles of Plastics,Plastics Product Manufacturing,326199,8.0
Refrigerated Vending Machines,850440,Static Converters,Electrical Equipment Manufacturing,335999,12.0
Metal Parts for Industrial Use,720712,Semi-finished products of iron or non-alloy steel,Iron and Steel Mills and Ferroalloy Manufacturing,331110,35.0
Metal Parts for Industrial Use,730793,Butt welding fittings of iron or steel,Metal Valve Manufacturing,332911,15.0
Metal Parts for Industrial Use,830210,Hinges of base metal,Hardware Manufacturing,332510,10.0
Metal Parts for Industrial Use,731815,"Threaded screws and bolts, of iron or steel","Screw, Nut, and Bolt Manufacturing",332722,8.0
"Plastic boxes, cases, crates and similar articles",390210,Polypropylene,Plastics Material and Resin Manufacturing,325211,40.0
"Plastic boxes, cases, crates and similar articles",390120,Polyethylene,Plastics Material and Resin Manufacturing,325211,25.0
"Plastic boxes, cases, crates and similar articles",390319,Polystyrene,Plastics Material and Resin Manufacturing,325211,15.0
"Plastic boxes, cases, crates and similar articles",390690,Acrylic polymers,Plastics Material and Resin Manufacturing,325211,10.0
"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",4802.62,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes","Pulp, Paper, and Paperboard Mills",322121,45.0
"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",4805.11,Semi-chemical fluting paper,"Pulp, Paper, and Paperboard Mills",322121,20.0
"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",4807.00,"Composite paper and paperboard, not surface-coated or impregnated, whether or not internally reinforced",Converted Paper Product Manufacturing,322299,15.0
Optical Media for Software,8523.49,Discs for laser reading systems for reproducing phenomena other than sound or image,Magnetic and Optical Recording Media Manufacturing,334613,50.0
Optical Media for Software,3901.10,Polyethylene having a specific gravity of less than 0.94,Plastics Material and Resin Manufacturing,325211,10.0
Optical Media for Software,3907.60,Polyethylene terephthalate (PET),Plastics Material and Resin Manufacturing,325211,20.0
"Trays, dishes, plates, cups and the like, of paper or paperboard",4805.93,Uncoated Paper and Paperboard,Paper Manufacturing,322121,35.0
"Trays, dishes, plates, cups and the like, of paper or paperboard",4819.20,"Folding Cartons, Boxes and Cases, of Non-corrugated Paper or Paperboard",Converted Paper Product Manufacturing,322212,15.0
"Trays, dishes, plates, cups and the like, of paper or paperboard",4707.90,Recovered (Waste and Scrap) Paper or Paperboard,Recycling,562920,10.0
Optical Media for Software,8523.49,Optical Media,Computer and Electronic Product Manufacturing,334613,40.0
Optical Media for Software,3907.99,"Polycarbonates, in primary forms",Plastics Material and Resin Manufacturing,325211,25.0
Optical Media for Software,8504.40,"Electrical Transformers, Static Converters",Electrical Equipment Manufacturing,335999,10.0
"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibers",4703.21,"Chemical wood pulp, soda or sulfate, other than dissolving grades, unbleached","Pulp, Paper, and Paperboard Mills",322110,35.0
"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibers",4707.10,"Waste and scrap of paper or paperboard, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",Recyclable Material Wholesalers,423930,10.0
"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibers",4804.11,"Uncoated kraft paper and paperboard, in rolls or sheets, unbleached","Pulp, Paper, and Paperboard Mills",322121,15.0
"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibers",3801.10,Artificial graphite,Other Basic Inorganic Chemical Manufacturing,325180,5.0
"Dentists', barbers' or similar chairs and parts thereof",721210,"Flat-rolled products of iron or non-alloy steel, plated or coated with tin",Steel Manufacturing,331110,20.5
"Dentists', barbers' or similar chairs and parts thereof",940190,Parts of seats,Furniture Manufacturing,337127,15.0
"Dentists', barbers' or similar chairs and parts thereof",392690,"Articles of plastics and articles of other materials of headings 3901 to 3914, n.e.s.",Plastics Product Manufacturing,326199,12.0
"Dentists', barbers' or similar chairs and parts thereof",830210,"Hinges, of base metal",Hardware Manufacturing,332510,5.0
"Dentists', barbers' or similar chairs and parts thereof",401699,"Articles of vulcanized rubber other than hard rubber, n.e.s.",Rubber Product Manufacturing,326299,3.5
Optical Media for Software,852341,"Discs for laser reading systems, for reproducing phenomena other than sound or image",Computer and Electronic Product Manufacturing,334613,30.0
Optical Media for Software,392690,"Articles of plastics and articles of other materials of headings 3901 to 3914, n.e.s.",Plastics Product Manufacturing,326199,12.0
Optical Media for Software,850450,"Inductors, n.e.s.",Electronic Component Manufacturing,334416,5.5
Optical Media for Software,853400,Printed circuits,Electronic Component Manufacturing,334412,10.0
"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",392690,"Plastic articles, n.e.s.",Plastics Product Manufacturing,326199,12.5
"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",731829,"Iron or steel articles, n.e.s.",Fabricated Metal Product Manufacturing,332999,8.3
"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",901839,"Needles, catheters, cannulae and the like",Medical Equipment and Supplies Manufacturing,339113,15.0
"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",902190,"Other articles and appliances, n.e.s.",Medical Equipment and Supplies Manufacturing,339113,20.0
"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",901890,"Instruments and appliances used in medical or veterinary sciences, n.e.s.",Medical Equipment and Supplies Manufacturing,339113,10.0
Electromedical Apparatus,854231,Electronic integrated circuits,Semiconductor and Related Device Manufacturing,334413,25.0
Electromedical Apparatus,902690,Parts and accessories for measuring or checking instruments,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",334519,15.0
Electromedical Apparatus,853690,Electrical apparatus for switching or protecting electrical circuits,Electrical Equipment Manufacturing,335999,10.0
Electromedical Apparatus,850440,Static converters,"Power, Distribution, and Specialty Transformer Manufacturing",335311,8.0
Optical Media for Software,852341,"Discs for laser reading systems, for reproducing phenomena other than sound or image","Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",334614,30.0
Optical Media for Software,392690,Articles of plastics and articles of other materials of headings 3901 to 3914,All Other Plastics Product Manufacturing,326199,20.0
Optical Media for Software,850450,Inductors,Electronic Component Manufacturing,334416,5.0
Other Electrical Machines and Apparatus,854420,Co-axial cable and other co-axial electric conductors,Electrical Equipment Manufacturing,335929,15.2
Other Electrical Machines and Apparatus,850300,Parts suitable for use solely or principally with the machines of heading 8501 or 8502,Electrical Equipment Manufacturing,335312,10.5
Other Electrical Machines and Apparatus,853650,"Electrical switches for a voltage not exceeding 1,000 volts",Electrical Equipment Manufacturing,335931,8.7
Other Electrical Machines and Apparatus,854140,"Photosensitive semiconductor devices, including photovoltaic cells",Semiconductor and Other Electronic Component Manufacturing,334413,12.3
Other Electrical Machines and Apparatus,850440,Static converters,Electrical Equipment Manufacturing,335999,9.8
"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, not elsewhere specified or included",2936.21,Vitamins A and their derivatives,Basic Chemical Manufacturing,325199,15.0
"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, not elsewhere specified or included",2937.11,Insulin and its salts,Pharmaceutical and Medicine Manufacturing,325412,10.0
"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, not elsewhere specified or included",2941.10,Antibiotics,Pharmaceutical and Medicine Manufacturing,325412,20.0
"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, not elsewhere specified or included",3006.60,Chemical contraceptive preparations,Pharmaceutical and Medicine Manufacturing,325412,8.0
"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, not elsewhere specified or included",2933.59,Sulfonamides,Pharmaceutical and Medicine Manufacturing,325412,12.0
"Hormones; other than insulin, and their derivatives, for therapeutic or prophylactic uses, not packaged for retail sale",2937.29,Corticosteroid Hormones,Pharmaceuticals,325412,25.0
"Hormones; other than insulin, and their derivatives, for therapeutic or prophylactic uses, not packaged for retail sale",2937.99,Other Hormone Derivatives,Pharmaceuticals,325412,15.0
"Hormones; other than insulin, and their derivatives, for therapeutic or prophylactic uses, not packaged for retail sale",2941.90,Antibiotics for Synthesis,Pharmaceuticals,325412,10.0
Optical Media for Software,8523.49,"Optical Media, Unrecorded",Computer and Electronic Product Manufacturing,334613,30.0
Optical Media for Software,3920.20,"Plastic Sheets, Non-cellular",Plastics Product Manufacturing,326113,20.0
Optical Media for Software,3919.90,Self-adhesive Plastic Film,Plastics Product Manufacturing,326113,10.0
Automatic teller machines,847330,Parts and accessories of automatic data processing machines,Computer and Electronic Product Manufacturing,334111,25.0
Automatic teller machines,854231,Electronic integrated circuits,Semiconductor and Other Electronic Component Manufacturing,334413,15.0
Automatic teller machines,853710,"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus",Electrical Equipment Manufacturing,335314,10.0
Automatic teller machines,850440,Static converters,Electrical Equipment Manufacturing,335999,8.0
Automatic teller machines,850110,Electric motors,Electrical Equipment Manufacturing,335312,5.0
Sodium Hydroxide (Caustic Soda),280110,Chlorine,Chemical Manufacturing,325180,30.0
Sodium Hydroxide (Caustic Soda),280120,Sodium Chloride,Chemical Manufacturing,325998,15.0
Sodium Hydroxide (Caustic Soda),271011,Electricity,Utilities,221118,45.0
Optical Media for Software,390110,Polyethylene,Plastic Manufacturing,325211,25.0
Optical Media for Software,390120,Polypropylene,Plastic Manufacturing,325211,20.0
Optical Media for Software,292910,Isocyanates,Chemical Manufacturing,325199,10.0
Sulfuric Acid,280700,Sulfur,Mining and Extraction,212393,55.0
Sulfuric Acid,270112,Bituminous Coal,Coal Mining,212112,15.0
Sulfuric Acid,271112,Natural Gas,Oil and Gas Extraction,211120,10.0
Sulfuric Acid,282110,Iron Pyrites,Metal Ore Mining,212299,8.0
Optical Media for Software,390740,Polycarbonates,Plastics Material and Resin Manufacturing,325211,40.0
Optical Media for Software,291539,Acrylic Acid and its Salts,Chemical Manufacturing,325199,20.0
Optical Media for Software,390120,Polyethylene,Plastics Material and Resin Manufacturing,325211,15.0
Optical Media for Software,392690,Other Articles of Plastics,Plastics Product Manufacturing,326199,10.0
Polyvinyl Chloride (PVC),290321,Vinyl Chloride,Petrochemical Manufacturing,325110,40.0
Polyvinyl Chloride (PVC),390410,"Polyvinyl Chloride, Not Mixed with Any Other Substances",Plastic Material and Resin Manufacturing,325211,30.0
Polyvinyl Chloride (PVC),281410,Anhydrous Hydrogen Chloride,Basic Chemical Manufacturing,325199,15.0
Optical Media for Software,392690,Articles of Plastics,Plastics Product Manufacturing,326199,25.0
Optical Media for Software,370130,Photographic Plates and Film,"Photographic Film, Paper, Plate, and Chemical Manufacturing",325992,20.0
Optical Media for Software,390740,Polycarbonates,Plastic Material and Resin Manufacturing,325211,35.0
Explosives,310230,Ammonium Nitrate,Chemical Manufacturing,325311,30.0
Explosives,280430,Nitric Acid,Chemical Manufacturing,325188,15.0
Explosives,290420,Dinitrotoluene,Chemical Manufacturing,325920,10.0
Explosives,271112,Propane,Petroleum and Coal Products Manufacturing,324110,5.0
Dental Instruments and Appliances,901839,"Needles, catheters, cannulae and the like",Medical Equipment and Supplies Manufacturing,339112,15.0
Dental Instruments and Appliances,902110,Orthopedic or fracture appliances,Medical Equipment and Supplies Manufacturing,339113,10.0
Dental Instruments and Appliances,850110,Electric motors of an output not exceeding 37.5 W,Electrical Equipment Manufacturing,335312,8.0
Dental Instruments and Appliances,731815,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers and similar articles of iron or steel",Hardware Manufacturing,332722,5.0
Optical Media for Software,852341,Optical discs for reproducing phenomena other than sound or image,Magnetic and Optical Recording Media Manufacturing,334613,20.0
Optical Media for Software,392690,Articles of plastics and articles of other materials,Plastics Product Manufacturing,326199,12.0
Optical Media for Software,850440,Static converters,Electrical Equipment Manufacturing,335999,7.0
Dental Fittings (including Dentures),902121,Artificial Teeth,Dental Equipment and Supplies Manufacturing,339114,15.0
Dental Fittings (including Dentures),390730,Epoxide Resins,Plastics Material and Resin Manufacturing,325211,10.0
Dental Fittings (including Dentures),710691,Silver Powder,Nonferrous Metal (except Aluminum) Production and Processing,331419,5.0
Dental Fittings (including Dentures),390950,Polyurethanes,Plastics Material and Resin Manufacturing,325211,8.0
Dental Fittings (including Dentures),282570,Molybdenum Oxides and Hydroxides,Nonferrous Metal (except Aluminum) Production and Processing,331419,3.0
Orthodontic Appliances and Fittings,810890,Titanium and articles thereof,Primary Metal Manufacturing,331410,25.0
Orthodontic Appliances and Fittings,390110,Polyethylene with a specific gravity of less than 0.94,Plastics Material and Resin Manufacturing,325211,15.0
Orthodontic Appliances and Fittings,850730,Nickel-cadmium accumulators,Battery Manufacturing,335911,10.0
Orthodontic Appliances and Fittings,901839,"Needles, catheters, cannulae and the like",Medical Equipment and Supplies Manufacturing,339112,20.0
Other Medical Instruments and Appliances,901839,"Needles, catheters, cannulae and the like",Medical Equipment and Supplies Manufacturing,339113,15.0
Other Medical Instruments and Appliances,902190,"Other appliances, parts and accessories",Medical Equipment and Supplies Manufacturing,339113,12.0
Other Medical Instruments and Appliances,390120,Polyethylene having a specific gravity of 0.94 or more,Plastics Material and Resin Manufacturing,325211,8.5
Other Medical Instruments and Appliances,850440,Static converters,Electrical Equipment Manufacturing,335999,5.0
Insulated Wire and Cable,740811,Copper Wire,"Copper Rolling, Drawing, and Extruding",331420,50.0
